Transaction_ID,Date,Description,Amount,Transaction_Type,Category,Payment_Mode
T1319,2025-04-04,Groceries,2138,Expense,Groceries,UPI
T1449,2025-04-04,Ola,1306,Expense,Transport,Cash
T0748,2025-04-05,House Rent,12814,Expense,Rent,Bank Transfer
T1107,2025-04-05,Myntra,2713,Expense,Shopping,Cash
T0285,2025-04-06,Bus Pass,1527,Expense,Transport,UPI
T0489,2025-04-06,Room Rent,16571,Expense,Rent,Debit Card
T1076,2025-04-06,Coffee,1596,Expense,Food,Debit Card
T0154,2025-04-07,Health Checkup,622,Expense,Healthcare,Debit Card
T0885,2025-04-07,PG Rent,12467,Expense,Rent,Debit Card
T1186,2025-04-07,Salary Credit,41490,Income,Salary,Bank Transfer
T0675,2025-04-08,Monthly Salary,35414,Income,Salary,Credit Card
T1034,2025-04-08,Medicine,2881,Expense,Healthcare,Debit Card
T0126,2025-04-09,Room Rent,9033,Expense,Rent,Debit Card
T0908,2025-04-09,Freelance Payment,13868,Income,Freelance,Debit Card
T1125,2025-04-09,Interest,4507,Income,Other Income,Cash
T1386,2025-04-09,Doctor Consultation,4358,Expense,Healthcare,Debit Card
T1479,2025-04-09,Pizza,1494,Expense,Food,Bank Transfer
T0084,2025-04-10,Vegetables,3573,Expense,Groceries,Debit Card
T0492,2025-04-10,Room Rent,16699,Expense,Rent,Cash
T1222,2025-04-10,Accessories,1074,Expense,Shopping,Bank Transfer
T1477,2025-04-10,Amazon,5118,Expense,Shopping,Debit Card
T0483,2025-04-11,OTT Subscription,2104,Expense,Entertainment,Bank Transfer
T0858,2025-04-11,Interest,4374,Income,Other Income,UPI
T0949,2025-04-11,House Rent,9970,Expense,Rent,UPI
T1202,2025-04-11,Other Income,1215,Income,Other Income,Bank Transfer
T0110,2025-04-12,Interest,1334,Income,Other Income,Credit Card
T1047,2025-04-12,House Rent,18382,Expense,Rent,Cash
T0462,2025-04-13,House Rent,17169,Expense,Rent,Bank Transfer
T0554,2025-04-13,OTT Subscription,1093,Expense,Entertainment,Cash
T0582,2025-04-13,House Rent,16334,Expense,Rent,Bank Transfer
T0642,2025-04-13,Electricity Bill,4039,Expense,Bills,UPI
T0674,2025-04-13,Lunch,1650,Expense,Food,Bank Transfer
T1237,2025-04-13,College Fees,1787,Expense,Education,Debit Card
T1288,2025-04-13,Flipkart,1532,Expense,Shopping,Credit Card
T0235,2025-04-15,Mobile Recharge,2393,Expense,Bills,Credit Card
T1345,2025-04-15,Accessories,1678,Expense,Shopping,Bank Transfer
T0612,2025-04-16,Groceries,4724,Expense,Groceries,Credit Card
T0758,2025-04-16,DMart,1559,Expense,Groceries,UPI
T0012,2025-04-18,Bus Pass,750,Expense,Transport,Bank Transfer
T0730,2025-04-18,OTT Subscription,1514,Expense,Entertainment,Debit Card
T0769,2025-04-18,Books,7060,Expense,Education,Bank Transfer
T0016,2025-04-19,Vegetables,1470,Expense,Groceries,Credit Card
T0437,2025-04-19,Medicine,581,Expense,Healthcare,UPI
T1370,2025-04-19,OTT Subscription,535,Expense,Entertainment,Cash
T0309,2025-04-20,OTT Subscription,2111,Expense,Entertainment,Debit Card
T0519,2025-04-20,Shoes,2152,Expense,Shopping,Bank Transfer
T0525,2025-04-20,Clothes,5346,Expense,Shopping,Cash
T1286,2025-04-20,Medicine,5425,Expense,Healthcare,Bank Transfer
T1415,2025-04-20,Gift Received,4770,Income,Other Income,Credit Card
T0127,2025-04-21,OTT Subscription,2248,Expense,Entertainment,Bank Transfer
T0216,2025-04-21,Water Bill,3076,Expense,Bills,Cash
T0280,2025-04-21,Room Rent,15975,Expense,Rent,Bank Transfer
T0720,2025-04-21,Internet Bill,1182,Expense,Bills,Cash
T1155,2025-04-21,Doctor Consultation,3373,Expense,Healthcare,Credit Card
T0511,2025-04-22,Water Bill,2499,Expense,Bills,Credit Card
T0526,2025-04-22,Monthly Salary,32035,Income,Salary,Bank Transfer
T1113,2025-04-22,Petrol,1110,Expense,Transport,UPI
T1167,2025-04-22,Freelance Work,12610,Income,Freelance,UPI
T0086,2025-04-23,PG Rent,6822,Expense,Rent,Bank Transfer
T0766,2025-04-23,Project Payment,6832,Income,Freelance,Debit Card
T1159,2025-04-23,Accessories,6809,Expense,Shopping,Bank Transfer
T0573,2025-04-24,Freelance Payment,13244,Income,Freelance,UPI
T0826,2025-04-24,Dinner,920,Expense,Food,Bank Transfer
T0396,2025-04-25,Pizza,1048,Expense,Food,Bank Transfer
T0651,2025-04-25,OTT Subscription,1227,Expense,Entertainment,Cash
T0794,2025-04-25,Course Fee,8276,Expense,Education,Cash
T0082,2025-04-26,Amazon,678,Expense,Shopping,Debit Card
T0264,2025-04-26,Amazon,2723,Expense,Shopping,UPI
T0357,2025-04-26,Movie,949,Expense,Entertainment,Cash
T0495,2025-04-26,Accessories,4046,Expense,Shopping,Bank Transfer
T0970,2025-04-26,BigBasket,1019,Expense,Groceries,Cash
T1485,2025-04-26,DMart,2347,Expense,Groceries,Debit Card
T0547,2025-04-27,Swiggy,125,Expense,Food,Debit Card
T0680,2025-04-27,Flipkart,6313,Expense,Shopping,UPI
T1244,2025-04-27,College Fees,7933,Expense,Education,UPI
T1405,2025-04-27,Freelance Payment,8706,Income,Freelance,Cash
T0807,2025-04-28,Amazon,435,Expense,Shopping,Debit Card
T0822,2025-04-28,Amazon,2056,Expense,Shopping,Bank Transfer
T0980,2025-04-29,Electricity Bill,3243,Expense,Bills,UPI
T0269,2025-04-30,Concert,894,Expense,Entertainment,Credit Card
T0592,2025-04-30,Coffee,101,Expense,Food,Credit Card
T0937,2025-04-30,Netflix,2436,Expense,Entertainment,Cash
T0954,2025-04-30,Books,1705,Expense,Education,UPI
T1018,2025-04-30,Electricity Bill,1268,Expense,Bills,UPI
T1253,2025-04-30,Medicine,4967,Expense,Healthcare,Bank Transfer
T0172,2025-05-01,Spotify,470,Expense,Entertainment,Cash
T0377,2025-05-01,Movie,1336,Expense,Entertainment,Bank Transfer
T0624,2025-05-01,Petrol,192,Expense,Transport,Bank Transfer
T0902,2025-05-01,College Fees,3042,Expense,Education,Credit Card
T0968,2025-05-01,PG Rent,19302,Expense,Rent,UPI
T1291,2025-05-01,Ola,836,Expense,Transport,UPI
T1309,2025-05-01,Clothes,5472,Expense,Shopping,Credit Card
T0207,2025-05-02,Restaurant,643,Expense,Food,UPI
T0500,2025-05-02,Stationery,7315,Expense,Education,Debit Card
T0602,2025-05-02,Books,1753,Expense,Education,Credit Card
T0854,2025-05-02,Course Fee,3313,Expense,Education,Cash
T1004,2025-05-02,Health Checkup,3559,Expense,Healthcare,Cash
T1489,2025-05-02,Medical Store,5322,Expense,Healthcare,Cash
T1177,2025-05-03,Doctor Consultation,2046,Expense,Healthcare,Credit Card
T0657,2025-05-04,Reliance Smart,1446,Expense,Groceries,UPI
T0845,2025-05-04,Mobile Recharge,1961,Expense,Bills,Debit Card
T0931,2025-05-04,Water Bill,4807,Expense,Bills,Credit Card
T0203,2025-05-05,Electricity Bill,4840,Expense,Bills,Debit Card
T0242,2025-05-05,Groceries,944,Expense,Groceries,Cash
T0013,2025-05-06,Reliance Smart,4862,Expense,Groceries,Debit Card
T1043,2025-05-06,Gaming,1487,Expense,Entertainment,Bank Transfer
T1292,2025-05-06,Concert,2088,Expense,Entertainment,Bank Transfer
T0049,2025-05-07,Zomato,958,Expense,Food,Bank Transfer
T0456,2025-05-07,Doctor Consultation,3950,Expense,Healthcare,UPI
T0966,2025-05-07,Movie,2106,Expense,Entertainment,Cash
T1422,2025-05-07,Interest,3459,Income,Other Income,Cash
T0087,2025-05-08,Petrol,596,Expense,Transport,Cash
T0307,2025-05-08,Restaurant,1122,Expense,Food,Bank Transfer
T0905,2025-05-08,Train Ticket,1436,Expense,Transport,UPI
T0740,2025-05-09,Doctor Consultation,5391,Expense,Healthcare,Credit Card
T0909,2025-05-09,Health Checkup,4779,Expense,Healthcare,Credit Card
T1104,2025-05-09,Zomato,216,Expense,Food,Bank Transfer
T0821,2025-05-10,Online Course,2562,Expense,Education,UPI
T1366,2025-05-10,Metro,2112,Expense,Transport,UPI
T0390,2025-05-11,Gas Bill,898,Expense,Bills,UPI
T0862,2025-05-11,Petrol,1420,Expense,Transport,Credit Card
T1302,2025-05-11,Coffee,1192,Expense,Food,Credit Card
T0246,2025-05-12,Accessories,6518,Expense,Shopping,UPI
T0422,2025-05-12,Health Checkup,3975,Expense,Healthcare,Debit Card
T0604,2025-05-12,Swiggy,890,Expense,Food,Cash
T0693,2025-05-12,Medicine,2363,Expense,Healthcare,Cash
T1109,2025-05-12,Auto Rickshaw,305,Expense,Transport,Cash
T1498,2025-05-12,Health Checkup,1723,Expense,Healthcare,Debit Card
T0761,2025-05-13,Health Checkup,3747,Expense,Healthcare,Credit Card
T1418,2025-05-13,College Fees,1082,Expense,Education,UPI
T1452,2025-05-13,Uber,879,Expense,Transport,Debit Card
T0071,2025-05-14,Netflix,544,Expense,Entertainment,Bank Transfer
T0608,2025-05-14,Auto Rickshaw,746,Expense,Transport,Cash
T0818,2025-05-14,Groceries,3295,Expense,Groceries,Bank Transfer
T0835,2025-05-14,House Rent,15152,Expense,Rent,UPI
T1189,2025-05-14,Course Fee,1075,Expense,Education,Debit Card
T0620,2025-05-15,Gaming,352,Expense,Entertainment,Debit Card
T0792,2025-05-15,Clothes,5654,Expense,Shopping,Cash
T1267,2025-05-15,Groceries,3189,Expense,Groceries,Credit Card
T1321,2025-05-15,Amazon,3585,Expense,Shopping,Bank Transfer
T0051,2025-05-16,Concert,1395,Expense,Entertainment,UPI
T0138,2025-05-16,Flipkart,1723,Expense,Shopping,Bank Transfer
T0568,2025-05-16,Ola,1296,Expense,Transport,Bank Transfer
T0155,2025-05-17,Concert,2085,Expense,Entertainment,UPI
T0332,2025-05-17,Amazon,714,Expense,Shopping,Credit Card
T0950,2025-05-17,Stationery,1767,Expense,Education,UPI
T1116,2025-05-17,Online Course,9714,Expense,Education,UPI
T1274,2025-05-17,Project Payment,2364,Income,Freelance,Credit Card
T1290,2025-05-17,Myntra,5926,Expense,Shopping,Bank Transfer
T1396,2025-05-17,Room Rent,16968,Expense,Rent,UPI
T0447,2025-05-18,Electronics,3491,Expense,Shopping,Credit Card
T0543,2025-05-18,Metro,170,Expense,Transport,Credit Card
T0649,2025-05-18,House Rent,18784,Expense,Rent,UPI
T0892,2025-05-18,Project Payment,2134,Income,Freelance,Debit Card
T0362,2025-05-19,Spotify,547,Expense,Entertainment,Bank Transfer
T0449,2025-05-19,Monthly Salary,42122,Income,Salary,Cash
T0961,2025-05-19,Cashback,1045,Income,Other Income,Cash
T1099,2025-05-19,Auto Rickshaw,2442,Expense,Transport,Cash
T0057,2025-05-20,Internet Bill,1967,Expense,Bills,Credit Card
T0145,2025-05-20,Health Checkup,858,Expense,Healthcare,Bank Transfer
T0372,2025-05-20,Auto Rickshaw,715,Expense,Transport,Cash
T0565,2025-05-20,Mobile Recharge,1192,Expense,Bills,Debit Card
T1254,2025-05-20,Reliance Smart,4197,Expense,Groceries,Bank Transfer
T1346,2025-05-20,Gas Bill,333,Expense,Bills,Bank Transfer
T0092,2025-05-21,Spotify,1212,Expense,Entertainment,Credit Card
T0429,2025-05-21,Netflix,2157,Expense,Entertainment,Cash
T0516,2025-05-21,Freelance Payment,3350,Income,Freelance,Credit Card
T0059,2025-05-22,Freelance Work,12438,Income,Freelance,Credit Card
T0455,2025-05-22,Medical Store,3158,Expense,Healthcare,Credit Card
T0528,2025-05-22,Gas Bill,2634,Expense,Bills,UPI
T0656,2025-05-22,Spotify,714,Expense,Entertainment,Bank Transfer
T0819,2025-05-22,BigBasket,3685,Expense,Groceries,Bank Transfer
T1040,2025-05-22,Medical Store,2433,Expense,Healthcare,Debit Card
T0117,2025-05-23,Water Bill,4968,Expense,Bills,Bank Transfer
T0709,2025-05-23,Salary Credit,41214,Income,Salary,Debit Card
T1162,2025-05-23,Project Payment,6041,Income,Freelance,Debit Card
T1238,2025-05-23,Course Fee,2930,Expense,Education,Bank Transfer
T0461,2025-05-24,Reliance Smart,1232,Expense,Groceries,Bank Transfer
T0579,2025-05-24,Amazon,5330,Expense,Shopping,Bank Transfer
T0849,2025-05-24,Amazon,4606,Expense,Shopping,Cash
T1088,2025-05-24,Netflix,556,Expense,Entertainment,Bank Transfer
T0128,2025-05-25,Internet Bill,2163,Expense,Bills,Credit Card
T1338,2025-05-25,Gaming,1180,Expense,Entertainment,Bank Transfer
T1463,2025-05-25,Cashback,2962,Income,Other Income,UPI
T0054,2025-05-26,Room Rent,10956,Expense,Rent,Bank Transfer
T0081,2025-05-26,College Fees,4148,Expense,Education,Credit Card
T0321,2025-05-26,Spotify,2356,Expense,Entertainment,Credit Card
T0512,2025-05-26,Shoes,7283,Expense,Shopping,Cash
T0865,2025-05-26,PG Rent,18693,Expense,Rent,Cash
T0876,2025-05-26,Flipkart,4615,Expense,Shopping,Debit Card
T0933,2025-05-26,House Rent,10945,Expense,Rent,UPI
T0079,2025-05-27,Online Course,7538,Expense,Education,Cash
T0144,2025-05-28,Medicine,5932,Expense,Healthcare,Cash
T0340,2025-05-28,Other Income,2791,Income,Other Income,Bank Transfer
T1279,2025-05-28,Gaming,1746,Expense,Entertainment,Debit Card
T0240,2025-05-29,Salary Credit,33631,Income,Salary,Bank Transfer
T0327,2025-05-29,Concert,1103,Expense,Entertainment,Cash
T0503,2025-05-29,Room Rent,19355,Expense,Rent,UPI
T1198,2025-05-29,Accessories,4930,Expense,Shopping,Cash
T1212,2025-05-29,Pizza,1298,Expense,Food,Credit Card
T0284,2025-05-30,Books,9649,Expense,Education,Cash
T0460,2025-05-30,Doctor Consultation,2869,Expense,Healthcare,Cash
T0991,2025-05-30,Movie,1989,Expense,Entertainment,Debit Card
T0023,2025-05-31,Medical Store,2357,Expense,Healthcare,Bank Transfer
T0123,2025-05-31,Internet Bill,3323,Expense,Bills,Cash
T0665,2025-05-31,Petrol,269,Expense,Transport,Bank Transfer
T0727,2025-05-31,Flipkart,3681,Expense,Shopping,Bank Transfer
T1260,2025-05-31,Medicine,4643,Expense,Healthcare,Credit Card
T1388,2025-05-31,Vegetables,3251,Expense,Groceries,Cash
T0189,2025-06-01,College Fees,7973,Expense,Education,UPI
T0374,2025-06-01,Mobile Recharge,3621,Expense,Bills,Cash
T1364,2025-06-01,House Rent,6738,Expense,Rent,Bank Transfer
T1410,2025-06-01,PG Rent,17821,Expense,Rent,Credit Card
T0328,2025-06-02,Restaurant,1000,Expense,Food,Cash
T0767,2025-06-02,College Fees,9368,Expense,Education,Bank Transfer
T1356,2025-06-02,Reliance Smart,1375,Expense,Groceries,Credit Card
T1451,2025-06-02,Books,7063,Expense,Education,Credit Card
T0076,2025-06-03,Reliance Smart,3596,Expense,Groceries,Credit Card
T0433,2025-06-03,Train Ticket,179,Expense,Transport,UPI
T0476,2025-06-03,Cashback,685,Income,Other Income,Credit Card
T0523,2025-06-03,Monthly Salary,30241,Income,Salary,Bank Transfer
T0934,2025-06-03,Internet Bill,477,Expense,Bills,Credit Card
T1022,2025-06-03,College Fees,2165,Expense,Education,Credit Card
T1065,2025-06-03,Concert,1510,Expense,Entertainment,UPI
T1283,2025-06-03,PG Rent,9278,Expense,Rent,Cash
T1421,2025-06-03,Electronics,3393,Expense,Shopping,Bank Transfer
T0454,2025-06-04,Amazon,1669,Expense,Shopping,Cash
T0653,2025-06-04,Groceries,1138,Expense,Groceries,UPI
T1492,2025-06-04,DMart,1134,Expense,Groceries,UPI
T0320,2025-06-05,Books,5969,Expense,Education,Bank Transfer
T0487,2025-06-06,Project Payment,4316,Income,Freelance,Bank Transfer
T1272,2025-06-06,Monthly Salary,38686,Income,Salary,UPI
T0027,2025-06-07,Gas Bill,945,Expense,Bills,UPI
T0063,2025-06-07,Lunch,530,Expense,Food,Debit Card
T0417,2025-06-07,PG Rent,13635,Expense,Rent,UPI
T0558,2025-06-07,Interest,3939,Income,Other Income,Cash
T0881,2025-06-07,Spotify,1343,Expense,Entertainment,UPI
T1206,2025-06-07,House Rent,9533,Expense,Rent,Cash
T0243,2025-06-08,Internet Bill,1677,Expense,Bills,UPI
T0880,2025-06-08,Doctor Consultation,933,Expense,Healthcare,Cash
T1049,2025-06-08,Health Checkup,2098,Expense,Healthcare,Debit Card
T1307,2025-06-08,College Fees,9063,Expense,Education,Debit Card
T0109,2025-06-09,Salary Credit,40298,Income,Salary,Cash
T0553,2025-06-09,PG Rent,6130,Expense,Rent,Credit Card
T0676,2025-06-09,Project Payment,11644,Income,Freelance,Credit Card
T0894,2025-06-09,Medicine,3998,Expense,Healthcare,UPI
T0046,2025-06-10,Other Income,4619,Income,Other Income,Bank Transfer
T0352,2025-06-10,BigBasket,3661,Expense,Groceries,Bank Transfer
T0729,2025-06-10,Room Rent,9560,Expense,Rent,Debit Card
T0777,2025-06-10,Water Bill,2566,Expense,Bills,Credit Card
T1296,2025-06-10,Petrol,1538,Expense,Transport,UPI
T1339,2025-06-10,Myntra,6336,Expense,Shopping,Cash
T0015,2025-06-11,Ola,2373,Expense,Transport,Credit Card
T0292,2025-06-11,PG Rent,19359,Expense,Rent,Bank Transfer
T0564,2025-06-11,Reliance Smart,2905,Expense,Groceries,Cash
T0711,2025-06-11,Project Payment,12704,Income,Freelance,UPI
T1408,2025-06-11,Clothes,803,Expense,Shopping,Cash
T0317,2025-06-12,Health Checkup,5771,Expense,Healthcare,Bank Transfer
T0358,2025-06-12,Room Rent,10480,Expense,Rent,Credit Card
T0532,2025-06-12,Other Income,3493,Income,Other Income,Bank Transfer
T0093,2025-06-13,Ola,667,Expense,Transport,Debit Card
T0330,2025-06-13,Online Course,2442,Expense,Education,Credit Card
T1317,2025-06-13,Myntra,1721,Expense,Shopping,Bank Transfer
T0298,2025-06-14,Project Payment,6843,Income,Freelance,Credit Card
T0416,2025-06-14,Vegetables,4671,Expense,Groceries,Credit Card
T0638,2025-06-14,Groceries,1031,Expense,Groceries,Debit Card
T1268,2025-06-14,Cashback,1550,Income,Other Income,Credit Card
T0594,2025-06-15,Monthly Salary,31634,Income,Salary,Bank Transfer
T0900,2025-06-15,Zomato,618,Expense,Food,Cash
T0917,2025-06-15,College Fees,1877,Expense,Education,Bank Transfer
T0996,2025-06-15,Electronics,6306,Expense,Shopping,UPI
T1011,2025-06-15,DMart,3800,Expense,Groceries,Bank Transfer
T1481,2025-06-15,Reliance Smart,1297,Expense,Groceries,Bank Transfer
T0930,2025-06-16,Vegetables,2949,Expense,Groceries,Bank Transfer
T0103,2025-06-17,Course Fee,6511,Expense,Education,Credit Card
T0187,2025-06-17,Flipkart,1382,Expense,Shopping,Bank Transfer
T0194,2025-06-17,Electricity Bill,4103,Expense,Bills,Credit Card
T0236,2025-06-17,Project Payment,9055,Income,Freelance,Debit Card
T0444,2025-06-17,Freelance Payment,10038,Income,Freelance,Debit Card
T1163,2025-06-17,Gas Bill,1520,Expense,Bills,Bank Transfer
T1318,2025-06-17,Electricity Bill,3695,Expense,Bills,Credit Card
T0421,2025-06-18,Water Bill,4810,Expense,Bills,Credit Card
T1013,2025-06-18,House Rent,17400,Expense,Rent,Debit Card
T1300,2025-06-18,BigBasket,3764,Expense,Groceries,Debit Card
T1348,2025-06-18,Cashback,3729,Income,Other Income,Credit Card
T0095,2025-06-19,DMart,1994,Expense,Groceries,Cash
T0348,2025-06-19,Groceries,2820,Expense,Groceries,UPI
T0635,2025-06-19,Coffee,650,Expense,Food,Credit Card
T0750,2025-06-19,Gas Bill,4645,Expense,Bills,Cash
T0798,2025-06-19,Health Checkup,4124,Expense,Healthcare,Debit Card
T0895,2025-06-19,Monthly Salary,36732,Income,Salary,Cash
T0066,2025-06-20,BigBasket,2485,Expense,Groceries,Debit Card
T0289,2025-06-20,Project Payment,7546,Income,Freelance,Debit Card
T0344,2025-06-20,PG Rent,8440,Expense,Rent,Bank Transfer
T1331,2025-06-20,Medicine,5167,Expense,Healthcare,Bank Transfer
T1157,2025-06-21,Cashback,2798,Income,Other Income,Debit Card
T0596,2025-06-22,Flipkart,6299,Expense,Shopping,Cash
T1101,2025-06-22,Myntra,4786,Expense,Shopping,UPI
T1134,2025-06-22,Reliance Smart,1289,Expense,Groceries,Bank Transfer
T1394,2025-06-22,Electricity Bill,4903,Expense,Bills,Debit Card
T0257,2025-06-23,Lunch,234,Expense,Food,Credit Card
T0342,2025-06-23,Books,3561,Expense,Education,Bank Transfer
T1024,2025-06-23,Health Checkup,491,Expense,Healthcare,Debit Card
T1199,2025-06-23,Medical Store,1342,Expense,Healthcare,Bank Transfer
T1335,2025-06-23,Amazon,2899,Expense,Shopping,Bank Transfer
T1440,2025-06-23,Medicine,5491,Expense,Healthcare,UPI
T0006,2025-06-24,Internet Bill,1137,Expense,Bills,UPI
T0132,2025-06-24,Pizza,1078,Expense,Food,UPI
T0229,2025-06-24,OTT Subscription,1428,Expense,Entertainment,Bank Transfer
T1023,2025-06-24,Restaurant,497,Expense,Food,Credit Card
T1403,2025-06-24,Amazon,2479,Expense,Shopping,Credit Card
T1467,2025-06-24,College Fees,2490,Expense,Education,UPI
T0513,2025-06-25,Swiggy,303,Expense,Food,Cash
T1058,2025-06-25,Mobile Recharge,938,Expense,Bills,Bank Transfer
T1187,2025-06-25,Online Course,8986,Expense,Education,Bank Transfer
T0233,2025-06-26,OTT Subscription,2093,Expense,Entertainment,Bank Transfer
T0318,2025-06-26,Interest,1557,Income,Other Income,Cash
T0584,2025-06-26,PG Rent,12363,Expense,Rent,Credit Card
T0952,2025-06-26,Pizza,446,Expense,Food,Credit Card
T1411,2025-06-26,Project Payment,12000,Income,Freelance,Debit Card
T0112,2025-06-27,College Fees,8589,Expense,Education,Credit Card
T0557,2025-06-27,Lunch,102,Expense,Food,Cash
T0474,2025-06-28,Doctor Consultation,4468,Expense,Healthcare,Cash
T0475,2025-06-28,Health Checkup,2812,Expense,Healthcare,UPI
T0911,2025-06-28,Medicine,5104,Expense,Healthcare,Bank Transfer
T1269,2025-06-28,Lunch,879,Expense,Food,UPI
T0245,2025-06-29,Flipkart,1142,Expense,Shopping,Debit Card
T0502,2025-06-29,House Rent,11302,Expense,Rent,Credit Card
T1042,2025-06-29,Spotify,1260,Expense,Entertainment,Bank Transfer
T0097,2025-06-30,Vegetables,4709,Expense,Groceries,Bank Transfer
T0423,2025-06-30,PG Rent,9015,Expense,Rent,Bank Transfer
T0841,2025-06-30,Pizza,608,Expense,Food,Credit Card
T1178,2025-06-30,Room Rent,12929,Expense,Rent,Credit Card
T1190,2025-06-30,Shoes,7870,Expense,Shopping,Debit Card
T0451,2025-07-01,Online Course,502,Expense,Education,Credit Card
T0288,2025-07-02,Books,1998,Expense,Education,Bank Transfer
T0445,2025-07-02,Vegetables,1821,Expense,Groceries,Bank Transfer
T0570,2025-07-02,Pizza,632,Expense,Food,Debit Card
T0598,2025-07-02,Clothes,2813,Expense,Shopping,Credit Card
T0936,2025-07-02,Movie,2484,Expense,Entertainment,Debit Card
T1201,2025-07-02,Monthly Salary,35279,Income,Salary,Credit Card
T1343,2025-07-02,PG Rent,13499,Expense,Rent,Cash
T0689,2025-07-03,Spotify,261,Expense,Entertainment,Bank Transfer
T0737,2025-07-03,Bus Pass,2351,Expense,Transport,Debit Card
T0747,2025-07-03,Gift Received,4804,Income,Other Income,Debit Card
T0779,2025-07-03,Medical Store,1639,Expense,Healthcare,Bank Transfer
T0788,2025-07-03,Freelance Work,3029,Income,Freelance,Credit Card
T1068,2025-07-03,Freelance Work,5854,Income,Freelance,Cash
T0448,2025-07-04,Salary Credit,42573,Income,Salary,Credit Card
T0643,2025-07-04,Movie,2001,Expense,Entertainment,Bank Transfer
T0830,2025-07-04,Restaurant,277,Expense,Food,Credit Card
T0863,2025-07-04,PG Rent,11638,Expense,Rent,UPI
T0932,2025-07-04,Health Checkup,201,Expense,Healthcare,UPI
T0263,2025-07-05,Internet Bill,4283,Expense,Bills,Debit Card
T0817,2025-07-05,Project Payment,11590,Income,Freelance,Credit Card
T0853,2025-07-05,Spotify,2346,Expense,Entertainment,Credit Card
T1145,2025-07-05,Room Rent,9592,Expense,Rent,Cash
T0075,2025-07-06,Stationery,5443,Expense,Education,UPI
T0302,2025-07-06,Amazon,1469,Expense,Shopping,Bank Transfer
T0595,2025-07-06,Online Course,9901,Expense,Education,UPI
T1252,2025-07-06,Books,6923,Expense,Education,UPI
T0188,2025-07-07,Spotify,1152,Expense,Entertainment,Cash
T0339,2025-07-07,Monthly Salary,39879,Income,Salary,Bank Transfer
T0784,2025-07-07,Spotify,2003,Expense,Entertainment,Bank Transfer
T0793,2025-07-07,Bus Pass,1080,Expense,Transport,Cash
T1242,2025-07-07,Clothes,5817,Expense,Shopping,UPI
T0251,2025-07-08,Train Ticket,419,Expense,Transport,Bank Transfer
T0555,2025-07-08,Doctor Consultation,4677,Expense,Healthcare,Debit Card
T0923,2025-07-08,Pizza,1183,Expense,Food,UPI
T1181,2025-07-08,Ola,1925,Expense,Transport,UPI
T1305,2025-07-08,Swiggy,1614,Expense,Food,UPI
T0062,2025-07-09,Clothes,1344,Expense,Shopping,UPI
T0197,2025-07-09,PG Rent,15622,Expense,Rent,Debit Card
T0411,2025-07-09,Interest,922,Income,Other Income,Credit Card
T0619,2025-07-09,Pizza,1000,Expense,Food,Cash
T0789,2025-07-09,Gas Bill,3259,Expense,Bills,Cash
T0812,2025-07-09,PG Rent,9759,Expense,Rent,Cash
T1205,2025-07-09,Pizza,806,Expense,Food,Credit Card
T1328,2025-07-09,Medical Store,284,Expense,Healthcare,Cash
T0220,2025-07-10,House Rent,15608,Expense,Rent,Bank Transfer
T0551,2025-07-10,Cashback,1969,Income,Other Income,Debit Card
T0645,2025-07-10,Doctor Consultation,4087,Expense,Healthcare,Bank Transfer
T0427,2025-07-11,Other Income,4496,Income,Other Income,UPI
T0432,2025-07-11,Doctor Consultation,5911,Expense,Healthcare,Debit Card
T1218,2025-07-11,Pizza,433,Expense,Food,Bank Transfer
T0652,2025-07-12,Medicine,1987,Expense,Healthcare,Cash
T1210,2025-07-12,Project Payment,6478,Income,Freelance,Cash
T1471,2025-07-12,Online Course,3203,Expense,Education,UPI
T0394,2025-07-13,House Rent,16707,Expense,Rent,Credit Card
T0412,2025-07-13,Zomato,485,Expense,Food,Bank Transfer
T0466,2025-07-13,Other Income,3783,Income,Other Income,Bank Transfer
T1275,2025-07-13,Stationery,1901,Expense,Education,Cash
T1437,2025-07-13,Accessories,1434,Expense,Shopping,Bank Transfer
T0007,2025-07-14,Project Payment,6333,Income,Freelance,UPI
T0011,2025-07-14,Books,6365,Expense,Education,Credit Card
T0171,2025-07-14,Medical Store,5258,Expense,Healthcare,UPI
T0987,2025-07-14,Groceries,4985,Expense,Groceries,Bank Transfer
T0739,2025-07-15,Stationery,1181,Expense,Education,UPI
T0813,2025-07-15,Petrol,598,Expense,Transport,Credit Card
T0840,2025-07-15,Mobile Recharge,2886,Expense,Bills,Cash
T0897,2025-07-15,Metro,1069,Expense,Transport,Cash
T1097,2025-07-15,Room Rent,6672,Expense,Rent,UPI
T0094,2025-07-16,Electricity Bill,3698,Expense,Bills,Cash
T0165,2025-07-16,DMart,2906,Expense,Groceries,Cash
T0333,2025-07-16,BigBasket,1608,Expense,Groceries,Credit Card
T0527,2025-07-16,Reliance Smart,1445,Expense,Groceries,Debit Card
T0633,2025-07-16,Medical Store,1610,Expense,Healthcare,Credit Card
T1045,2025-07-16,Freelance Payment,4932,Income,Freelance,Bank Transfer
T1057,2025-07-16,Salary Credit,42265,Income,Salary,Bank Transfer
T0073,2025-07-17,Internet Bill,663,Expense,Bills,Cash
T1171,2025-07-17,Stationery,835,Expense,Education,Credit Card
T0308,2025-07-18,Auto Rickshaw,1116,Expense,Transport,Cash
